level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「示唆する」の使い方として最も適切なものを選んでください。,今回の調査結果は、制度を見直す必要性を示唆している。,示唆するを一冊買って机の上に置いた。,駅が示唆するので、昼ご飯を食べた。,昨日を示唆するながら天気が三時になった。,0,조사 결과 등이 직접 단정하지 않고 어떤 가능성이나 필요성을 암시할 때 쓴다.,示唆する,시사하다; 암시하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「踏襲する」の使い方として最も適切なものを選んでください。,踏襲するを一冊買って机の上に置いた。,新制度でも、基本的な考え方は従来の方針を踏襲している。,駅が踏襲するので、昼ご飯を食べた。,昨日を踏襲するながら天気が三時になった。,1,기존 방식이나 방침을 그대로 이어받을 때 사용한다.,踏襲する,답습하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「打開する」の使い方として最も適切なものを選んでください。,打開するを一冊買って机の上に置いた。,駅が打開するので、昼ご飯を食べた。,交渉が進まない状況を打開するため、新しい案を提示した。,昨日を打開するながら天気が三時になった。,2,막혀 있는 어려운 상황을 해결하여 돌파구를 만들 때 쓴다.,打開する,타개하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「見据える」の使い方として最も適切なものを選んでください。,見据えるを一冊買って机の上に置いた。,駅が見据えるので、昼ご飯を食べた。,昨日を見据えるながら天気が三時になった。,企業は十年後の市場を見据えて研究開発を進めている。,3,미래 상황을 내다보고 현재의 판단이나 행동을 할 때 쓴다.,見据える,내다보다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「携わる」の使い方として最も適切なものを選んでください。,私は長年、医療機器の開発に携わってきた。,携わるを一冊買って机の上に置いた。,駅が携わるので、昼ご飯を食べた。,昨日を携わるながら天気が三時になった。,0,특정 업무나 분야에 관계하여 종사할 때 사용한다.,携わる,종사하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「見合わせる」の使い方として最も適切なものを選んでください。,見合わせるを一冊買って机の上に置いた。,悪天候のため、本日のイベント開催を見合わせることにした。,駅が見合わせるので、昼ご飯を食べた。,昨日を見合わせるながら天気が三時になった。,1,사정 때문에 예정된 실행을 잠시 보류할 때 쓴다.,見合わせる,보류하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「見極める」の使い方として最も適切なものを選んでください。,見極めるを一冊買って机の上に置いた。,駅が見極めるので、昼ご飯を食べた。,情報の信頼性を十分に見極めてから判断すべきだ。,昨日を見極めるながら天気が三時になった。,2,충분히 살펴 사실이나 본질을 정확히 판단할 때 쓴다.,見極める,끝까지 확인해 판단하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「余儀なくされる」の使い方として最も適切なものを選んでください。,余儀なくされるを一冊買って机の上に置いた。,駅が余儀なくされるので、昼ご飯を食べた。,昨日を余儀なくされるながら天気が三時になった。,原材料の高騰により、商品の値上げを余儀なくされた。,3,외부 사정으로 선택의 여지 없이 행동하게 됨을 나타낸다.,余儀なくされる,부득이하게 ~하게 되다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「覆す」の使い方として最も適切なものを選んでください。,新しい証拠によって、これまでの定説が覆された。,覆すを一冊買って机の上に置いた。,駅が覆すので、昼ご飯を食べた。,昨日を覆すながら天気が三時になった。,0,기존의 판단·상식·결론이 뒤집힐 때 사용한다.,覆す,뒤집다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「滞る」の使い方として最も適切なものを選んでください。,滞るを一冊買って机の上に置いた。,担当者が不足し、申請の処理が滞っている。,駅が滞るので、昼ご飯を食べた。,昨日を滞るながら天気が三時になった。,1,업무나 흐름이 원활히 진행되지 않고 밀릴 때 쓴다.,滞る,정체되다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「促進する」の使い方として最も適切なものを選んでください。,促進するを一冊買って机の上に置いた。,駅が促進するので、昼ご飯を食べた。,自治体は地域産業の発展を促進するための制度を設けた。,昨日を促進するながら天気が三時になった。,2,발전이나 진행을 더 활발하게 만들 때 사용한다.,促進する,촉진하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「損ねる」の使い方として最も適切なものを選んでください。,損ねるを一冊買って机の上に置いた。,駅が損ねるので、昼ご飯を食べた。,昨日を損ねるながら天気が三時になった。,不適切な対応は企業への信頼を損ねるおそれがある。,3,신뢰·건강·기분 등 좋은 상태를 해칠 때 쓴다.,損ねる,해치다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「見落とす」の使い方として最も適切なものを選んでください。,細かい数字ばかり見ていると、全体の問題を見落としかねない。,見落とすを一冊買って机の上に置いた。,駅が見落とすので、昼ご飯を食べた。,昨日を見落とすながら天気が三時になった。,0,중요한 점을 알아차리지 못하고 지나칠 때 사용한다.,見落とす,간과하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「取り巻く」の使い方として最も適切なものを選んでください。,取り巻くを一冊買って机の上に置いた。,若者を取り巻く雇用環境は大きく変化している。,駅が取り巻くので、昼ご飯を食べた。,昨日を取り巻くながら天気が三時になった。,1,어떤 대상의 주변 상황이나 환경을 표현할 때 자주 사용한다.,取り巻く,둘러싸다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「施す」の使い方として最も適切なものを選んでください。,施すを一冊買って机の上に置いた。,駅が施すので、昼ご飯を食べた。,事故を防ぐため、設備に必要な安全対策を施した。,昨日を施すながら天気が三時になった。,2,설비 등에 필요한 처리나 조치를 적용할 때 쓴다.,施す,시행하다; 베풀다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「阻む」の使い方として最も適切なものを選んでください。,阻むを一冊買って机の上に置いた。,駅が阻むので、昼ご飯を食べた。,昨日を阻むながら天気が三時になった。,資金不足が新しい事業の成長を阻んでいる。,3,진행이나 발전을 가로막는 요인을 말할 때 쓴다.,阻む,가로막다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「顧みる」の使い方として最も適切なものを選んでください。,利益だけでなく、社会への影響も顧みる必要がある。,顧みるを一冊買って机の上に置いた。,駅が顧みるので、昼ご飯を食べた。,昨日を顧みるながら天気が三時になった。,0,자신의 행동 외에 주변 사정이나 영향을 돌아보고 고려할 때 사용한다.,顧みる,고려하다; 돌아보다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「差し支える」の使い方として最も適切なものを選んでください。,差し支えるを一冊買って机の上に置いた。,この程度の変更なら、業務に差し支えることはない。,駅が差し支えるので、昼ご飯を食べた。,昨日を差し支えるながら天気が三時になった。,1,일이나 생활에 방해·지장이 생기는지를 말할 때 쓴다.,差し支える,지장이 있다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「懸念する」の使い方として最も適切なものを選んでください。,懸念するを一冊買って机の上に置いた。,駅が懸念するので、昼ご飯を食べた。,専門家は急速な人口減少が地域経済に与える影響を懸念している。,昨日を懸念するながら天気が三時になった。,2,앞으로 생길 수 있는 부정적 결과를 우려할 때 쓴다.,懸念する,우려하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「遂行する」の使い方として最も適切なものを選んでください。,遂行するを一冊買って机の上に置いた。,駅が遂行するので、昼ご飯を食べた。,昨日を遂行するながら天気が三時になった。,困難な状況でも、責任を持って任務を遂行しなければならない。,3,임무나 계획을 끝까지 수행할 때 사용한다.,遂行する,수행하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「免除する」の使い方として最も適切なものを選んでください。,一定の条件を満たす学生は、受験料を免除される。,免除するを一冊買って机の上に置いた。,駅が免除するので、昼ご飯を食べた。,昨日を免除するながら天気が三時になった。,0,비용이나 의무를 적용하지 않도록 면제할 때 쓴다.,免除する,면제하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「蓄積する」の使い方として最も適切なものを選んでください。,蓄積するを一冊買って机の上に置いた。,長年にわたって蓄積されたデータを研究に活用する。,駅が蓄積するので、昼ご飯を食べた。,昨日を蓄積するながら天気が三時になった。,1,자료·경험·지식 등이 오랜 기간 쌓이는 경우에 쓴다.,蓄積する,축적하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「奨励する」の使い方として最も適切なものを選んでください。,奨励するを一冊買って机の上に置いた。,駅が奨励するので、昼ご飯を食べた。,会社は社員が休暇を積極的に取得することを奨励している。,昨日を奨励するながら天気が三時になった。,2,바람직한 행동을 적극 권장할 때 사용한다.,奨励する,장려하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「把握する」の使い方として最も適切なものを選んでください。,把握するを一冊買って机の上に置いた。,駅が把握するので、昼ご飯を食べた。,昨日を把握するながら天気が三時になった。,問題を解決するには、まず現状を正確に把握する必要がある。,3,상황이나 내용을 정확히 이해할 때 사용한다.,把握する,파악하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「措置を講じる」の使い方として最も適切なものを選んでください。,事故の再発を防ぐため、直ちに必要な措置を講じた。,措置を講じるを一冊買って机の上に置いた。,駅が措置を講じるので、昼ご飯を食べた。,昨日を措置を講じるながら天気が三時になった。,0,문제를 해결하거나 예방하기 위해 구체적인 조치를 취할 때 쓰는 관용 표현이다.,措置を講じる,조치를 취하다
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「もっぱら」の使い方として最も適切なものを選んでください。,もっぱらを一冊買って机の上に置いた。,この施設は、現在もっぱら研究目的で利用されている。,駅がもっぱらので、昼ご飯を食べた。,昨日をもっぱらながら天気が三時になった。,1,용도나 관심이 거의 한 가지에 집중되어 있음을 나타낸다.,もっぱら,주로; 오로지
N1,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,「ひいては」の使い方として最も適切なものを選んでください。,ひいてはを一冊買って机の上に置いた。,駅がひいてはので、昼ご飯を食べた。,社員一人一人の成長が、ひいては会社全体の発展につながる。,昨日をひいてはながら天気が三時になった。,2,앞의 결과가 더 넓은 범위의 결과로 이어짐을 나타낸다.,ひいては,나아가서는
